handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Product,"""I Love The 301""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_b4186eec310145b8819ad350fedaa73e~mv2.jpg;b7f29b_c225ad8d12e84493a1f675401f93a69b~mv2.jpg,T - Shirts;Men,,,35.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Medium;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,Medium,,,"rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,Large,,,"rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,Large,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,XL,,,"rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,XXL,,,"rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,XL,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,Medium,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dcd45c5-2908-a90c-bc8a-5c7c53a9e364,Variant,,,,,,,,,true,,,4,2.0,14.2,,,XXL,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_04a6335b-5713-d5fe-7e5a-fdfa13345331,Product,"""I Love The 703""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_d7b779dae1654d85be6a4aaccb03c3ae~mv2.jpg;b7f29b_8c62e58689534c43a6f08736babcbeec~mv2.jpg,T - Shirts;Men,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Meduim;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fa88848b-888c-cda1-5d68-a754237c24d8,Product,"""Our City Our Sound""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_b8c0bcf49f3f4866a37f77584695ffe2~mv2.jpg;b7f29b_bc3fb089cefd479bab9d1bc0e65d5670~mv2.jpg,GO-GO Collection;T - Shirts;Men;Hot Sellers,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Meduim;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_19ab99ea-c63c-8a46-7c9c-f92030ff238c,Product,"""Maryland""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_0e23474291ae4c0396b1bf9cf6d73c93~mv2.jpg;b7f29b_649967f8e7c2491ba5e52cde050585bd~mv2.jpg,T - Shirts;Men,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Medium;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5579635a-f1e7-083f-8820-3df17784c9a8,Product,"""Maryland Crab""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_3a8e606c76474b30b30df84f89ced7b0~mv2.jpg;b7f29b_1fbc3e5f9ede4c7888be59fdd64ca0c4~mv2.jpg,T - Shirts;Men,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Medium;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1e911097-17a6-27d4-96f6-afdfe1a8884b,Product,"""I Love DMV GO-GO""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_d196f9c3df234811a1919bb06461360d~mv2.jpg;b7f29b_dfaaba59f2974f6a90811e58d97f1ddd~mv2.jpg,GO-GO Collection;T - Shirts;Men,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Meduim;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d428d4b6-08c6-c88f-6a8d-a0c162649d66,Product,"""DC, MD, VA""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_17e31b6f65974587aa919cfc5c5bfdbe~mv2.jpg;b7f29b_654878faca094c9ba710b6f3a4ecbc95~mv2.jpg,Men,,,35.0,,false,PERCENT,0.0,OutOfStock,,,Size,DROP_DOWN,Medium;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_02839425-6804-54c5-0713-09a504b60d54,Product,"""I Love GO-GO""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_ea5e80d7895f41d386cb200192750e3f~mv2.jpg;b7f29b_140a10463d8f4868b9e2d9e96bf47971~mv2.jpg,GO-GO Collection;T - Shirts;Men;Hot Sellers,,,35.0,,true,PERCENT,0.0,InStock,,14.2,Size,DROP_DOWN,Meduim;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_db715ed7-d2da-ed07-dfb0-5b0e4f7ea000,Product,"""I Love GO-GO in Color""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_d792a2ea3ff840b9aa975482dfeef2c0~mv2.jpg;b7f29b_98b3e9d37a9842aba6b3ea1c75b21751~mv2.jpg,GO-GO Collection;T - Shirts;Men,,,35.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Medium;Large;XL;XXL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b165a6c-0eae-7fd3-3ded-07ddec2fc64d,Product,"""I Love GO-GO in Color""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_609621c8117a4a63bb65e602b7340c79~mv2.jpg;b7f29b_207a428d0eda44449428596f53229ce6~mv2.jpg;b7f29b_86c1465299324a38ab26802e5c668137~mv2.jpg,GO-GO Collection;Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Medium;Large;XL;XXL;4XL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White;#E5E3E3:Gray",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_e941009f-e3a0-6d0a-a490-e7f5ed1f4ccc,Product,"""I Love GO-GO""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_76b6bd5de51f498297617c6e066b0607~mv2.jpg;b7f29b_0701a5e83f0b4a0d830b7abf307d8846~mv2.jpg;b7f29b_cfea06f52afa4a849b0493aebbd2d419~mv2.jpg,GO-GO Collection;Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,3XL;4XL;Large;Medium;Meduim;XL;XXL,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_59a6c69f-42a9-d329-0d86-9b9fdaef6d80,Product,"""DC, MD, VA""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_22989003fc22465cb4a539448fc678ee~mv2.jpg;b7f29b_e62e035cf546439ca43821497aa1fd14~mv2.jpg;b7f29b_b2a60e80799147188e3fe082ee347c9b~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,OutOfStock,,,Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;XL;XXL,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_8b2e0c38-ccb7-9471-9f35-19005cfff8a6,Product,"""I Love DMV GO-GO""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_d1f16f33f41a48fdb52e5e8758a75270~mv2.jpg;b7f29b_9318d0797f39481fb516c360f4b405f1~mv2.jpg;b7f29b_5c5932f3a18d4fcc8a9a607fb59fbd28~mv2.jpg,GO-GO Collection;Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,2XL;3XL;4XL;Large;Medium;XL;XXL,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_e8ea0530-dbf9-6ae6-d2f1-1c9aa866a126,Product,"""Maryland Crab""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_f4b46434e3df45c98a6ecfcff24851d9~mv2.jpg;b7f29b_59c354ab98af4f44841750b17feec5ab~mv2.jpg;b7f29b_9a87a929ac024e0280c26b1657b18790~mv2.jpg;b7f29b_0c3f665b5b4f4e0b8400cf4447dfe5e3~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,2XL;3XL;4XL;Large;Medium;Small;XL;XXL,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_170c2cfc-a2db-0dc3-192f-f8e96c0fd0e7,Product,"""Maryland""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_25030999109e467d97b0475d7a685538~mv2.jpg;b7f29b_e65963c7bce14862bdd182f296bb1f55~mv2.jpg;b7f29b_fd4dbd99046545f0b4c46bd9ee133889~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_85fe843e-1f35-385d-1c17-a18060f55d3b,Product,"""Our City Our Sound""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_845fd7c740ef4a85af8fe9e57eb8e5b7~mv2.jpg;b7f29b_7e723e14e59748b1b7f04c6be92b8878~mv2.jpg;b7f29b_8f62eff39f374b988b4dbe24fae7a279~mv2.jpg,GO-GO Collection;Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_ec68b1a3-af30-8514-1119-a6b587ed5f60,Product,"""I Love The 703""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_acf4621786244ddbab46200cdc1cd8ff~mv2.jpg;b7f29b_acbf05fafe564c6181a415c18e7c652b~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Color,DROP_DOWN,Black;White,Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_4a4b0074-1616-74c4-0e22-079c288dc3b4,Product,"""I Love The 301""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_be6187db8daf41aca96e3de3c15bbf31~mv2.jpg;b7f29b_314690ab607a4f72b07f280d038c58f7~mv2.jpg;b7f29b_c8fa526c084544a1bebdce585a4b622b~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"#000000:Black;#e5e3e3:Gray;rgb(255, 255, 255):White",Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_1cf905f0-675b-aebe-be61-ddd3031fc9b7,Product,"""I Love The 202""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_a6a2b18cbf9b48088ff229de9fcb5903~mv2.jpg;b7f29b_e4436796bc7d4509aa8c286fd483da4e~mv2.jpg;b7f29b_85b1c9ab42c344ff8ff1d897dd65cb82~mv2.jpg;b7f29b_d8c5949d7427466994442de0dc0a66eb~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White;#e5e3e3:Gray",Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_fcfea909-52d1-31e1-cd4f-fa443c3bf079,Product,"""VA Finest""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>",b7f29b_0cd02236f227437690a786301cd47f87~mv2.jpg;b7f29b_d779929e28394215a7b422c8ad18914b~mv2.jpg,Winter;Men,,,55.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"#e5e3e3:Gray;rgb(255, 255, 255):White",Size,DROP_DOWN,2XL;3XL;4XL;Large;Meduim;Small;XL;XXL,,,,,,,,,,,,,Item info,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex sweat hoodies are made with 90% Cotton, 10% Polyester, Weight 9.7 Oz.&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_5fc01da8-bc2a-69e8-4020-782547324fda,Product,"""Our City - Our Sound Color""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_c67da4a2b365409f89b78b6e9cd9f26c~mv2.jpg;b7f29b_0c7df96c6b0848789c80a318e94c3b24~mv2.jpg;b7f29b_11d3fccaf4564b6d83105898ed24c97d~mv2.jpg;b7f29b_707f21963b92484b8764cd44356bc120~mv2.jpg;b7f29b_76c8b95f29684300a2048cac1fb5692a~mv2.jpg;b7f29b_0dac2cff54d7443fb768a8ce5f97ab2b~mv2.jpg,GO-GO Collection,,,35.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_49dcde48-2b9f-2246-dfec-f7be5123e46e,Product,"""Womens DMV Harbor Life""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_c1a4be6520884d46a41e9014bb759c5d~mv2.jpg;b7f29b_349abf03014d42bf9ec284eecec88668~mv2.jpg,T - Shirts;Women,,,35.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",Size,DROP_DOWN,Medium;Large;XL;XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2109d15f-29c2-59ee-5375-6b7138abd447,Product,Virginia,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_774c1de07bb04ccf8ab90f6c4cceb872~mv2.jpg;b7f29b_3d6372596c1545ee956c6c91863b6e86~mv2.jpg;b7f29b_2df22c96ec114e498ca10730d93e65b5~mv2.jpg;b7f29b_cd4a088138c1466e937a0be41bd8f354~mv2.jpg,,,,35.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_81f3a69a-c2b1-7d71-05f7-b2eccd5578e3,Product,Maryland,"<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_a48fc2d66b584eeb93fb8ad93999f797~mv2.jpg;b7f29b_ede4efb9dde041a38d3ca42fab1f25e8~mv2.jpg;b7f29b_444b90ad82a24863bc3ac8e9c5151c5a~mv2.jpg;b7f29b_c31f7e4373cf4792a78b2f651fbaab74~mv2.jpg;b7f29b_47b3c705124b4fd292301ee68aa4c651~mv2.jpg,Men,,,35.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ea77f230-558f-57b6-cdd1-0ba565e8f827,Product,"""Black Lives Matter""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_bc640cbd4aba4670a7131bba09aa6855~mv2.jpg;b7f29b_5b89da690e5c412ab6cfad7eb1c01141~mv2.jpg;b7f29b_4189e5da4b18449885a67c5b4efda027~mv2.jpg;b7f29b_85572f4fb7894313b9e53eb5ec9a045c~mv2.jpg;b7f29b_d7738c56c81042a7bed59be32f969d7c~mv2.jpg;b7f29b_38d4455fe8ca438895438763ba5eaa93~mv2.jpg;b7f29b_12e95c22422d4cf896bfd814b3ce618c~mv2.jpg;b7f29b_1dd88af10e2a441a9043b8a4dad23bde~mv2.jpg;b7f29b_8f1e111036a744069727988cc34d079a~mv2.jpg;b7f29b_87dd0abb487a4bc689b8fb31ec98a2e8~mv2.jpg;b7f29b_a0af257e60a24357b07235386b123af8~mv2.jpg;b7f29b_a5be7c4eec0d4a31bc64e5fbad92a913~mv2.jpg,Men,364215376135199,,35.0,,false,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Small;Medium;Large;XL;2XL;3XL;4XL;5XL;6XL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,PRODUCT INFO,<p>100% Cotton Blend T-Shirt.&nbsp; The design is made with superior rainbow vinyl.&nbsp;&nbsp;</p>,RETURN & REFUND POLICY,<p>15 Day Return Policy for Exchanges and Store Credit.&nbsp;&nbsp;</p>,SHIPPING INFO,<p>All items ship with USPS Express 2 day shipping (within the continental US) .&nbsp; 2-3 Day handling time.&nbsp; Orders received in less than 5 business days in most cases.</p>,,,,,,,,,,,,,
product_6b6778b4-c626-c00d-972c-b138d85e3f07,Product,"""It's The Vibes For Me""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_13d88d86754b46c3a052ee26878e0cd3~mv2.jpg;b7f29b_cc50c942666c414b8586ba12b91c5227~mv2.jpg;b7f29b_97797bdb1ea7403d98939d0ccafa3898~mv2.jpg;b7f29b_6551eeec832b4444a14c8e2cdecd4c85~mv2.jpg;b7f29b_e3ac4a46c4664f649b77fe24d38055a6~mv2.jpg,Women,632835642834572,,35.0,,false,PERCENT,0.0,InStock,,,Size,DROP_DOWN,small;medium;large;XL;2XL,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,PRODUCT INFO,<p>100% Cotton Blend T-Shirt.&nbsp; The design is made with superior holographic&nbsp;vinyl.&nbsp;&nbsp;</p>,RETURN & REFUND POLICY,<p>15 Day Return Policy for Exchanges and Store Credit.</p>,SHIPPING INFO,<p>All items ship with USPS Express 2 day shipping (within the continental US) .&nbsp; 2-3 Day handling time.&nbsp; Orders received in less than 5 business days in most cases.</p>,,,,,,,,,,,,,
product_d99d3cc8-bc75-ec47-6c72-f713016f98f3,Product,"Women's ""I Luv Go Go""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_fc00c169d14b4c6b9da8a7312557821c~mv2.jpg;b7f29b_a1406bb160814069bb721ecc38cebbfa~mv2.jpg;b7f29b_867d1c874fb84155b79f71b7c5897df5~mv2.jpg;b7f29b_35a0c8dd6a0f48cab61f667b14619b5c~mv2.jpg,Women;GO-GO Collection,366615376135191,,35.0,,false,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Small;Large,,,,,,,,,,,,,,,,PRODUCT INFO,"I'm a product detail. I'm a great place to add more information about your product such as sizing, material, care and cleaning instructions. This is also a great space to write what makes this product special and how your customers can benefit from this item.",RETURN & REFUND POLICY,I’m a Return and Refund policy. I’m a great place to let your customers know what to do in case they are dissatisfied with their purchase. Having a straightforward refund or exchange policy is a great way to build trust and reassure your customers that they can buy with confidence.,SHIPPING INFO,"I'm a shipping policy. I'm a great place to add more information about your shipping methods, packaging and cost. Providing straightforward information about your shipping policy is a great way to build trust and reassure your customers that they can buy from you with confidence.",,,,,,,,,,,,,
product_3fb6a3c8-988b-8755-04bd-5c59ae0b18ea,Product,"""DMV Flags""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_48fe9ebe3c754fcf9971c99ddd8d83f1~mv2.jpg;b7f29b_0c1d052cec5e4c65a7a4c3b8b8fced58~mv2.jpg;b7f29b_510a8e1de30f4c64b637db81fe0f7df2~mv2.jpg;b7f29b_9cbdbd8aa1fb4920ad1e24e20703a2bc~mv2.jpg;3c76e2_a5cfebe621ab4133bc3e8c313bdbbd5c~mv2.jpg,Men,36523641234523,,35.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"I'm a product detail. I'm a great place to add more information about your product such as sizing, material, care and cleaning instructions. This is also a great space to write what makes this product special and how your customers can benefit from this item.",RETURN & REFUND POLICY,I’m a Return and Refund policy. I’m a great place to let your customers know what to do in case they are dissatisfied with their purchase. Having a straightforward refund or exchange policy is a great way to build trust and reassure your customers that they can buy with confidence.,SHIPPING INFO,"I'm a shipping policy. I'm a great place to add more information about your shipping methods, packaging and cost. Providing straightforward information about your shipping policy is a great way to build trust and reassure your customers that they can buy from you with confidence.",,,,,,,,,,,,,
product_df19c1f7-07d8-a265-42f8-e8dfa824cc6e,Product,"""Black Men Are Dope""","<p>We bring to you our unique style designed with the DMV night life and culture. Our unisex t-shirts are made with 100% Cotton, Weight 5.6 Oz.</p>",b7f29b_16193764b2f741b39e91d2a57c6c3cf5~mv2.jpg;b7f29b_5679b436d73f42ec8faf461a0789fb73~mv2.jpg;b7f29b_ba2518e33dcf4f42b5a3bc3a4c4d30b3~mv2.jpg;b7f29b_77632093ff644561b319819c554cc7ab~mv2.jpg;b7f29b_381552642f6b440e854186b0f86c0d48~mv2.jpg;b7f29b_45e627fed48e48559c3bc9c97fad78d8~mv2.jpg,Men,364215376135191,New Arrival,35.0,,false,PERCENT,0.0,InStock,,,Color,COLOR,"#000000:Black;rgb(255, 255, 255):White",Size,DROP_DOWN,Small;Medium;Large;XL;2XL;3XL;4XL;5XL;6XL,,,,,,,,,,,,,PRODUCT INFO,<p>100% Cotton Blend T-Shirt.&nbsp; The design is made with superior&nbsp;vinyl.&nbsp;&nbsp;</p>,RETURN & REFUND POLICY,<p>15 Day Return Policy for Exchanges and Store Credit.</p>,SHIPPING INFO,<p>All items ship with USPS Express 2 day shipping (within the continental US) .&nbsp; 2-3 Day handling time.&nbsp; Orders received in less than 5 business days in most cases.</p>,,,,,,,,,,,,,
